text,label
"@prageru  teach me how to cancel you. You love shitbags with bad opinions who get canceled, now how do I do that to you? learningmoment",conflictual
"@user  @user  There are anti-otherthingers, like opioids and blood transfusions. But that's' legitimately their own business, while vaccine refusal affects everyone else.",none
"@user  @GMB  @susannareid100  @user  @edballs  What do you not understand about the vaccine not working? You can still catch it, you can still pass it on, you still need to wear a face nappy, you still need to isolate and social distance yourself from your loved ones! Do you not get it yet!! Oh and now you need a 3rd jab!",conflictual
"When a party puts its Central Ministers and MPs for state assembly elections, it means: 1. It is really desperate for a win; 2. It doesn't have good candidates; and 3. Ministers and MPs do not actually matter. Would Gadkari have contested Maharashtra elections? Just asking.",none
"Funfact The RoyalFamily is protecting sexual predator and pedophile PrinceAndrew who openly hung out with JeffreyEpstein But won't accept, protect or acknowledge Archie who is technically only 1/4 black. MeghanandHarryonOprah OprahMeghanHarry OprahHarryMeghan",conflictual
@user  He needed to be ousted 30 yrs. ago for his behavior towards Anita Hill. He was guilty then and everybody knew it!,none
Trigger warning depression and suicide. Pain doesn't go away. It gets hidden behind all the fake happiness and maybe even the anger. Suicide is' n't' something that should be turned into a joke. Depression is' n't' just something you can get rid of and it's not always noticable-,none
@user  @user  @user  @user  She irritated me from day one. I have little time for self-promoting gobshites taking the chair that belongs to a subject expert.,none
"I hate fake sugar daddies. I'm a good person, I've been through a fuckton of trauma, I just want to treat my girlfriend like the goddess she is. I'm poly and anarchist and full of love. Don't try to extract free labor from me, I know my fucking worth.",profanity
"But all the people now who are so outraged that the Saudi money will transform the club, and the success which it will inevitably bring, need to have a look at themselves. Playing the moral high ground card? - protectin the premier league brand? What a load of shite!",conflictual
Lmaoo three of my colleagues just said their wives are pregnant. All three babies due in November. These cheeky lil shits were busy on Valentine's night I see ðŸ˜‚ðŸ˜‚ðŸ˜‚,profanity
"@user  @user  This is the kind of thing that I expect from the right, you know, exploiting people for clicks and views. But seeing this on the left hurts, because that's the antithesis of what the left should represent.",conflictual
by the way mount sinai emergency room fucking sucks dick,conflictual
it really meant a lot to me going from a depressed teen to a confused young adult. i still don't have my shit figured out but her music gives me hope that i will not always be in the dark days that i was when i discovered her,profanity
My 6 year old nephew stayed all weekend and yesterday his soon to be 2 year old brother (my other nephew) stayed the night. It's only 545pm and I'm ready for bed. But my click list order is ready at 7 ðŸ¤£ðŸ¤£ GrownUpProbs,none
"Mood and Behavior Spending time in gardens can assist persons with dementia who walk a lot relax and feel calm. When they have regular access to fresh air, exercise, and a quiet location away from others, they are less likely to grow anxious and distressed. Mood Behavior",none
this is kinda dark but I wonder how many people have died from overdoses while intervention was on the TV in the background,none
"@user  I dislike how much fuss some people make over a raid when it's only a small handful of people into their much larger stream. So I have a tendency to 'stealth raid','''' by shouting out and linking across rather than using the raid button and triggering alerts.",none
@user  Dishonoured scum and low-life being,conflictual
@user  Yes. I want to scream at her lol,none
@user  Let me guess... 3 hours until you run yet another bullshit giveaway to scam for followers? Where's' the winners my guy? We both know you're full of it,profanity
"Choose one and repeat after me: 1. Today, I will win and overcome 2. I will make today mine 3. Nothing will get the better of me today 4. I will fucking own this day 5. I choose happiness today. Good morning, and I hope you all prosper. Love You All.",profanity
"i only hit my bowl twice this morning and thats it. am i cured of adhd, anxiety and depression????",drugs
This planet is full of pussies and they try to cry and ruin everything,conflictual
@user  Reodo: hanging out with my abusive and suicidal bffsðŸ˜Š,self-harm
Cavani was fined 100k and banned for 3 games for saying something NOT offensive in his culture. I'm willing to bet Fernandinho gets fuck all. FA being spineless fucking cowards AGAIN,conflictual
@LukeBraunNFL  Was James Lynch just slithering around on the ground taking out knees the whole game? Had a bunch of plays where he just rose from a pile of bodies and I had no memory of him ever being down there lol.,none
"@user  Ah okay. Just curious abt it yk, since for me, that has an ed, it's more triggering to see tw put on food than not. But thanks for the info â˜º",none
So I had my Coke Zero and painkillers and I think it helped.,none
My dad and I both get driven mad by inconsistent regular squeaks and beeps. Imagine how bad it is being in a room with someone watching a video that amounts to a 2 note flute screeching for 10 minutes with no rhythm or beat.,none
"Them: I'm' 25 followers away from 300! Can I get a -- - Me: Mute. You can get a mute, fuckface.",profanity
"maybe soon i',''ll' start accepting payments thru paypal BUT there will be a php 50 fee kasi i have 2 do bank transfer pa since i can't directly link my gcash and paypal ðŸ˜“ðŸ˜“ðŸ˜“",none
"@user  Well, I don't know why you're expecting some kind of depth from mission impossible but in witcher, he's playing a character closer to Clark Kent in the Dceu than not. An outcast character ppl repeatedly dismiss as 'emotionless','''' to justify their prejudice/bigotry. Its deliberate.",none
"process in a few years my salary will increase by like 40 % compared to now which sounds amazing. For now I'll' at least get 200â‚¬ more pre taxes. Definitely makes me motivated give it my best (that's' what these fuckers really want, and they got me).",profanity
start saying horny jeff moment whenever anyone does something horny jeff would do (like be really funny and cool and sexy or commit mass murder),none
@JoeBiden  the buying off of America. WE WANT JOBS numbskull!!!!!,conflictual
"I'm in the labor & delivery unit and I hear this woman giving birth right now...... she going THROUGH it. Shiiiiiiid I'm grateful for this peen cuz nah, that shit sounds ridiculously painful.",profanity
@user  @user  @maureenjohnson  And where I'm s your proof this new variant entered my country by a vaxxed person and spread by a vaxxed person as in Canada we aren't allowed on airplanes unvaxxed so stop spreading miss information,none
